Region,County,First Dose,Series Complete,Report as of
Capital Region,Schenectady,1012,3,12/25/20
Mohawk Valley,Schoharie,73,1,12/25/20
Southern Tier,Schuyler,21,0,12/25/20
Finger Lakes,Seneca,93,0,12/25/20
North Country,St. Lawrence,1001,1,12/25/20
Southern Tier,Steuben,222,0,12/25/20
Long Island,Suffolk,5582,18,12/25/20
Mid-Hudson,Sullivan,250,2,12/25/20
Southern Tier,Tioga,40,0,12/25/20
Southern Tier,Tompkins,295,0,12/25/20
Mid-Hudson,Ulster,870,4,12/25/20
Capital Region,Warren,417,1,12/25/20
Capital Region,Washington,198,0,12/25/20
Finger Lakes,Wayne,178,0,12/25/20
Mid-Hudson,Westchester,4632,20,12/25/20
Finger Lakes,Wyoming,83,0,12/25/20
Finger Lakes,Yates,103,0,12/25/20
Capital Region,Albany,2555,6,12/24/20
Western New York,Allegany,141,0,12/24/20
New York City,Bronx,2774,9,12/24/20
Southern Tier,Broome,259,0,12/24/20
Western New York,Cattaraugus,318,0,12/24/20
Central New York,Cayuga,599,0,12/24/20
Western New York,Chautauqua,362,1,12/24/20
Southern Tier,Chemung,29,0,12/24/20
Southern Tier,Chenango,114,0,12/24/20
North Country,Clinton,446,1,12/24/20
Capital Region,Columbia,179,0,12/24/20
Central New York,Cortland,248,1,12/24/20
Southern Tier,Delaware,188,1,12/24/20
Mid-Hudson,Dutchess,1024,8,12/24/20
Western New York,Erie,7132,5,12/24/20
North Country,Essex,120,0,12/24/20
North Country,Franklin,395,0,12/24/20
Mohawk Valley,Fulton,183,0,12/24/20
Finger Lakes,Genesee,90,0,12/24/20
Capital Region,Greene,110,0,12/24/20
North Country,Hamilton,9,0,12/24/20
Mohawk Valley,Herkimer,202,0,12/24/20
North Country,Jefferson,129,0,12/24/20
New York City,Kings,7923,30,12/24/20
North Country,Lewis,24,0,12/24/20
Finger Lakes,Livingston,201,0,12/24/20
Central New York,Madison,374,0,12/24/20
Finger Lakes,Monroe,3761,7,12/24/20
Mohawk Valley,Montgomery,270,0,12/24/20
Long Island,Nassau,7363,15,12/24/20
New York City,New York,10297,23,12/24/20
Western New York,Niagara,954,1,12/24/20
Mohawk Valley,Oneida,1371,2,12/24/20
Central New York,Onondaga,2842,4,12/24/20
Finger Lakes,Ontario,641,1,12/24/20
Mid-Hudson,Orange,1574,10,12/24/20
Finger Lakes,Orleans,47,0,12/24/20
Central New York,Oswego,330,0,12/24/20
Mohawk Valley,Otsego,346,0,12/24/20
Mid-Hudson,Putnam,246,4,12/24/20
New York City,Queens,6873,23,12/24/20
Capital Region,Rensselaer,838,4,12/24/20
New York City,Richmond,2489,8,12/24/20
Mid-Hudson,Rockland,1323,4,12/24/20
Capital Region,Saratoga,1534,3,12/24/20
Capital Region,Schenectady,996,3,12/24/20
Mohawk Valley,Schoharie,72,1,12/24/20
Southern Tier,Schuyler,21,0,12/24/20
Finger Lakes,Seneca,93,0,12/24/20
North Country,St. Lawrence,1001,1,12/24/20
Southern Tier,Steuben,222,0,12/24/20
Long Island,Suffolk,5167,17,12/24/20
Mid-Hudson,Sullivan,216,2,12/24/20
Southern Tier,Tioga,40,0,12/24/20
Southern Tier,Tompkins,295,0,12/24/20
Mid-Hudson,Ulster,862,4,12/24/20
Capital Region,Warren,370,1,12/24/20
Capital Region,Washington,168,0,12/24/20
Finger Lakes,Wayne,175,0,12/24/20
Mid-Hudson,Westchester,4437,20,12/24/20
Finger Lakes,Wyoming,82,0,12/24/20
Finger Lakes,Yates,103,0,12/24/20
Capital Region,Albany,1990,5,12/23/20
Western New York,Allegany,132,0,12/23/20
New York City,Bronx,1984,6,12/23/20
Southern Tier,Broome,82,0,12/23/20
Western New York,Cattaraugus,276,0,12/23/20
Central New York,Cayuga,134,0,12/23/20
Western New York,Chautauqua,317,0,12/23/20
Southern Tier,Chemung,17,0,12/23/20
Southern Tier,Chenango,80,0,12/23/20
North Country,Clinton,276,1,12/23/20
Capital Region,Columbia,152,0,12/23/20
Central New York,Cortland,132,1,12/23/20
Southern Tier,Delaware,115,1,12/23/20
Mid-Hudson,Dutchess,747,7,12/23/20
Western New York,Erie,6077,4,12/23/20
North Country,Essex,86,0,12/23/20
North Country,Franklin,240,0,12/23/20
Mohawk Valley,Fulton,174,0,12/23/20
Finger Lakes,Genesee,55,0,12/23/20
Capital Region,Greene,83,0,12/23/20
North Country,Hamilton,9,0,12/23/20
Mohawk Valley,Herkimer,150,0,12/23/20
North Country,Jefferson,113,0,12/23/20
New York City,Kings,6895,25,12/23/20
North Country,Lewis,20,0,12/23/20
Finger Lakes,Livingston,149,0,12/23/20
Central New York,Madison,279,0,12/23/20
Finger Lakes,Monroe,3043,5,12/23/20
Mohawk Valley,Montgomery,249,0,12/23/20
Long Island,Nassau,5845,11,12/23/20
New York City,New York,8903,20,12/23/20
Western New York,Niagara,845,1,12/23/20
Mohawk Valley,Oneida,934,1,12/23/20
Central New York,Onondaga,1636,4,12/23/20
Finger Lakes,Ontario,461,0,12/23/20
Mid-Hudson,Orange,1370,10,12/23/20
Finger Lakes,Orleans,43,0,12/23/20
Central New York,Oswego,113,0,12/23/20
Mohawk Valley,Otsego,273,0,12/23/20
Mid-Hudson,Putnam,198,4,12/23/20
New York City,Queens,5625,18,12/23/20
Capital Region,Rensselaer,547,2,12/23/20
New York City,Richmond,2307,7,12/23/20
Mid-Hudson,Rockland,1097,3,12/23/20
Capital Region,Saratoga,1229,3,12/23/20
Capital Region,Schenectady,668,3,12/23/20
Mohawk Valley,Schoharie,37,1,12/23/20
Southern Tier,Schuyler,15,0,12/23/20
Finger Lakes,Seneca,43,0,12/23/20
North Country,St. Lawrence,828,0,12/23/20
Southern Tier,Steuben,195,0,12/23/20
Long Island,Suffolk,3773,13,12/23/20
Mid-Hudson,Sullivan,103,1,12/23/20
Southern Tier,Tioga,11,0,12/23/20
Southern Tier,Tompkins,51,0,12/23/20
Mid-Hudson,Ulster,509,2,12/23/20
Capital Region,Warren,287,0,12/23/20
Capital Region,Washington,131,0,12/23/20
Finger Lakes,Wayne,119,0,12/23/20
Mid-Hudson,Westchester,3680,17,12/23/20
Finger Lakes,Wyoming,71,0,12/23/20
Finger Lakes,Yates,82,0,12/23/20
Capital Region,Albany,1058,3,12/22/20
Western New York,Allegany,66,0,12/22/20
New York City,Bronx,1297,3,12/22/20
Southern Tier,Broome,39,0,12/22/20
Western New York,Cattaraugus,224,0,12/22/20
Central New York,Cayuga,105,0,12/22/20
Western New York,Chautauqua,182,0,12/22/20
Southern Tier,Chemung,6,0,12/22/20
Southern Tier,Chenango,37,0,12/22/20
North Country,Clinton,205,1,12/22/20
Capital Region,Columbia,114,0,12/22/20
Central New York,Cortland,118,1,12/22/20
Southern Tier,Delaware,16,0,12/22/20
Mid-Hudson,Dutchess,561,5,12/22/20
Western New York,Erie,3853,4,12/22/20
North Country,Essex,59,0,12/22/20
North Country,Franklin,204,0,12/22/20
Mohawk Valley,Fulton,87,0,12/22/20
Finger Lakes,Genesee,39,0,12/22/20
Capital Region,Greene,54,0,12/22/20
North Country,Hamilton,2,0,12/22/20
Mohawk Valley,Herkimer,102,0,12/22/20
North Country,Jefferson,41,0,12/22/20
New York City,Kings,5194,21,12/22/20
North Country,Lewis,10,0,12/22/20
Finger Lakes,Livingston,85,0,12/22/20
Central New York,Madison,186,0,12/22/20
Finger Lakes,Monroe,2656,5,12/22/20
Mohawk Valley,Montgomery,107,0,12/22/20
Long Island,Nassau,4207,5,12/22/20
New York City,New York,6489,18,12/22/20
Western New York,Niagara,574,0,12/22/20
Mohawk Valley,Oneida,524,0,12/22/20
Central New York,Onondaga,1440,4,12/22/20
Finger Lakes,Ontario,251,0,12/22/20
Mid-Hudson,Orange,1172,9,12/22/20
Finger Lakes,Orleans,34,0,12/22/20
Central New York,Oswego,92,0,12/22/20
Mohawk Valley,Otsego,183,0,12/22/20
Mid-Hudson,Putnam,137,3,12/22/20
New York City,Queens,3886,16,12/22/20
Capital Region,Rensselaer,287,1,12/22/20
New York City,Richmond,1756,5,12/22/20
Mid-Hudson,Rockland,860,3,12/22/20
Capital Region,Saratoga,704,2,12/22/20
Capital Region,Schenectady,396,1,12/22/20
Mohawk Valley,Schoharie,24,0,12/22/20
Southern Tier,Schuyler,1,0,12/22/20
Finger Lakes,Seneca,34,0,12/22/20
North Country,St. Lawrence,678,0,12/22/20
Southern Tier,Steuben,82,0,12/22/20
Long Island,Suffolk,2948,13,12/22/20
Mid-Hudson,Sullivan,88,1,12/22/20
Southern Tier,Tioga,6,0,12/22/20
Southern Tier,Tompkins,35,0,12/22/20
Mid-Hudson,Ulster,311,1,12/22/20
Capital Region,Warren,155,0,12/22/20
Capital Region,Washington,80,0,12/22/20
Finger Lakes,Wayne,99,0,12/22/20
Mid-Hudson,Westchester,2668,12,12/22/20
Finger Lakes,Wyoming,62,0,12/22/20
Finger Lakes,Yates,19,0,12/22/20
Capital Region,Albany,854,3,12/21/20
Western New York,Allegany,47,0,12/21/20
New York City,Bronx,898,2,12/21/20
Southern Tier,Broome,24,0,12/21/20
Western New York,Cattaraugus,175,0,12/21/20
Central New York,Cayuga,64,0,12/21/20
Western New York,Chautauqua,164,0,12/21/20
Southern Tier,Chemung,6,0,12/21/20
Southern Tier,Chenango,18,0,12/21/20
North Country,Clinton,94,1,12/21/20
Capital Region,Columbia,102,0,12/21/20
Central New York,Cortland,19,0,12/21/20
Southern Tier,Delaware,9,0,12/21/20
Mid-Hudson,Dutchess,423,2,12/21/20
Western New York,Erie,2918,2,12/21/20
North Country,Essex,36,0,12/21/20
North Country,Franklin,173,0,12/21/20
Mohawk Valley,Fulton,78,0,12/21/20
Finger Lakes,Genesee,27,0,12/21/20
Capital Region,Greene,47,0,12/21/20
North Country,Hamilton,2,0,12/21/20
Mohawk Valley,Herkimer,86,0,12/21/20
North Country,Jefferson,30,0,12/21/20
New York City,Kings,3913,15,12/21/20
North Country,Lewis,5,0,12/21/20
Finger Lakes,Livingston,52,0,12/21/20
Central New York,Madison,119,0,12/21/20
Finger Lakes,Monroe,2027,3,12/21/20
Mohawk Valley,Montgomery,102,0,12/21/20
Long Island,Nassau,3068,5,12/21/20
New York City,New York,4770,11,12/21/20
Western New York,Niagara,417,0,12/21/20
Mohawk Valley,Oneida,402,0,12/21/20
Central New York,Onondaga,1078,2,12/21/20
Finger Lakes,Ontario,127,0,12/21/20
Mid-Hudson,Orange,929,8,12/21/20
Finger Lakes,Orleans,26,0,12/21/20
Central New York,Oswego,57,0,12/21/20
Mohawk Valley,Otsego,158,0,12/21/20
Mid-Hudson,Putnam,106,3,12/21/20
New York City,Queens,2778,15,12/21/20
Capital Region,Rensselaer,236,1,12/21/20
New York City,Richmond,1259,4,12/21/20
Mid-Hudson,Rockland,671,3,12/21/20
Capital Region,Saratoga,574,2,12/21/20
Capital Region,Schenectady,359,1,12/21/20
Mohawk Valley,Schoharie,18,0,12/21/20
Southern Tier,Schuyler,0,0,12/21/20
Finger Lakes,Seneca,5,0,12/21/20
North Country,St. Lawrence,643,0,12/21/20
Southern Tier,Steuben,11,0,12/21/20
Long Island,Suffolk,2130,10,12/21/20
Mid-Hudson,Sullivan,70,0,12/21/20
Southern Tier,Tioga,4,0,12/21/20
Southern Tier,Tompkins,19,0,12/21/20
Mid-Hudson,Ulster,262,1,12/21/20
Capital Region,Warren,130,0,12/21/20
Capital Region,Washington,60,0,12/21/20
Finger Lakes,Wayne,63,0,12/21/20
Mid-Hudson,Westchester,2010,9,12/21/20
Finger Lakes,Wyoming,30,0,12/21/20
Finger Lakes,Yates,6,0,12/21/20
Capital Region,Albany,784,3,12/20/20
Western New York,Allegany,42,0,12/20/20
New York City,Bronx,687,2,12/20/20
Southern Tier,Broome,19,0,12/20/20
Western New York,Cattaraugus,159,0,12/20/20
Central New York,Cayuga,31,0,12/20/20
Western New York,Chautauqua,138,0,12/20/20
Southern Tier,Chemung,5,0,12/20/20
Southern Tier,Chenango,7,0,12/20/20
North Country,Clinton,40,1,12/20/20
Capital Region,Columbia,82,0,12/20/20
Central New York,Cortland,7,0,12/20/20
Southern Tier,Delaware,7,0,12/20/20
Mid-Hudson,Dutchess,332,0,12/20/20
Western New York,Erie,2118,2,12/20/20
North Country,Essex,25,0,12/20/20
North Country,Franklin,130,0,12/20/20
Mohawk Valley,Fulton,31,0,12/20/20
Finger Lakes,Genesee,20,0,12/20/20
Capital Region,Greene,36,0,12/20/20
North Country,Hamilton,2,0,12/20/20
Mohawk Valley,Herkimer,72,0,12/20/20
North Country,Jefferson,26,0,12/20/20
New York City,Kings,3179,14,12/20/20
North Country,Lewis,4,0,12/20/20
Finger Lakes,Livingston,44,0,12/20/20
Central New York,Madison,70,0,12/20/20
Finger Lakes,Monroe,1567,3,12/20/20
Mohawk Valley,Montgomery,61,0,12/20/20
Long Island,Nassau,2543,3,12/20/20
New York City,New York,4070,11,12/20/20
Western New York,Niagara,228,0,12/20/20
Mohawk Valley,Oneida,356,0,12/20/20
Central New York,Onondaga,910,0,12/20/20
Finger Lakes,Ontario,103,0,12/20/20
Mid-Hudson,Orange,845,5,12/20/20
Finger Lakes,Orleans,18,0,12/20/20
Central New York,Oswego,41,0,12/20/20
Mohawk Valley,Otsego,126,0,12/20/20
Mid-Hudson,Putnam,93,2,12/20/20
New York City,Queens,2174,10,12/20/20
Capital Region,Rensselaer,219,1,12/20/20
New York City,Richmond,1051,2,12/20/20
Mid-Hudson,Rockland,603,2,12/20/20
Capital Region,Saratoga,500,1,12/20/20
Capital Region,Schenectady,313,1,12/20/20
Mohawk Valley,Schoharie,16,0,12/20/20
Southern Tier,Schuyler,0,0,12/20/20
Finger Lakes,Seneca,5,0,12/20/20
North Country,St. Lawrence,594,0,12/20/20
Southern Tier,Steuben,8,0,12/20/20
Long Island,Suffolk,1749,9,12/20/20
Mid-Hudson,Sullivan,56,0,12/20/20
Southern Tier,Tioga,4,0,12/20/20
Southern Tier,Tompkins,9,0,12/20/20
Mid-Hudson,Ulster,218,1,12/20/20
Capital Region,Warren,110,0,12/20/20
Capital Region,Washington,41,0,12/20/20
Finger Lakes,Wayne,49,0,12/20/20
Mid-Hudson,Westchester,1683,7,12/20/20
Finger Lakes,Wyoming,22,0,12/20/20
Finger Lakes,Yates,6,0,12/20/20
Capital Region,Albany,760,3,12/19/20
Western New York,Allegany,39,0,12/19/20
New York City,Bronx,658,2,12/19/20
Southern Tier,Broome,13,0,12/19/20
Western New York,Cattaraugus,144,0,12/19/20
Central New York,Cayuga,28,0,12/19/20
Western New York,Chautauqua,132,0,12/19/20
Southern Tier,Chemung,5,0,12/19/20
Southern Tier,Chenango,3,0,12/19/20
North Country,Clinton,39,1,12/19/20
Capital Region,Columbia,80,0,12/19/20
Central New York,Cortland,6,0,12/19/20
Southern Tier,Delaware,5,0,12/19/20
Mid-Hudson,Dutchess,323,0,12/19/20
Western New York,Erie,1860,1,12/19/20
North Country,Essex,23,0,12/19/20
North Country,Franklin,94,0,12/19/20
Mohawk Valley,Fulton,19,0,12/19/20
Finger Lakes,Genesee,19,0,12/19/20
Capital Region,Greene,34,0,12/19/20
North Country,Hamilton,1,0,12/19/20
Mohawk Valley,Herkimer,53,0,12/19/20
North Country,Jefferson,22,0,12/19/20
New York City,Kings,2860,14,12/19/20
North Country,Lewis,4,0,12/19/20
Finger Lakes,Livingston,39,0,12/19/20
Central New York,Madison,60,0,12/19/20
Finger Lakes,Monroe,1397,3,12/19/20
Mohawk Valley,Montgomery,33,0,12/19/20
Long Island,Nassau,2350,3,12/19/20
New York City,New York,3844,10,12/19/20
Western New York,Niagara,208,0,12/19/20
Mohawk Valley,Oneida,324,0,12/19/20
Central New York,Onondaga,836,0,12/19/20
Finger Lakes,Ontario,96,0,12/19/20
Mid-Hudson,Orange,773,4,12/19/20
Finger Lakes,Orleans,14,0,12/19/20
Central New York,Oswego,35,0,12/19/20
Mohawk Valley,Otsego,69,0,12/19/20
Mid-Hudson,Putnam,89,2,12/19/20
New York City,Queens,2038,9,12/19/20
Capital Region,Rensselaer,208,1,12/19/20
New York City,Richmond,895,2,12/19/20
Mid-Hudson,Rockland,588,2,12/19/20
Capital Region,Saratoga,491,1,12/19/20
Capital Region,Schenectady,295,1,12/19/20
Mohawk Valley,Schoharie,10,0,12/19/20
Southern Tier,Schuyler,0,0,12/19/20
Finger Lakes,Seneca,5,0,12/19/20
North Country,St. Lawrence,510,0,12/19/20
Southern Tier,Steuben,7,0,12/19/20
Long Island,Suffolk,1595,9,12/19/20
Mid-Hudson,Sullivan,44,0,12/19/20
Southern Tier,Tioga,4,0,12/19/20
Southern Tier,Tompkins,7,0,12/19/20
Mid-Hudson,Ulster,187,1,12/19/20
Capital Region,Warren,109,0,12/19/20
Capital Region,Washington,41,0,12/19/20
Finger Lakes,Wayne,40,0,12/19/20
Mid-Hudson,Westchester,1621,6,12/19/20
Finger Lakes,Wyoming,16,0,12/19/20
Finger Lakes,Yates,5,0,12/19/20
Capital Region,Albany,682,3,12/18/20
Western New York,Allegany,38,0,12/18/20
New York City,Bronx,587,2,12/18/20
Southern Tier,Broome,10,0,12/18/20
Western New York,Cattaraugus,143,0,12/18/20
Central New York,Cayuga,25,0,12/18/20
Western New York,Chautauqua,132,0,12/18/20
Southern Tier,Chemung,4,0,12/18/20
Southern Tier,Chenango,1,0,12/18/20
North Country,Clinton,26,1,12/18/20
Capital Region,Columbia,47,0,12/18/20
Central New York,Cortland,4,0,12/18/20
Southern Tier,Delaware,3,0,12/18/20
Mid-Hudson,Dutchess,281,0,12/18/20
Western New York,Erie,1637,1,12/18/20
North Country,Essex,18,0,12/18/20
North Country,Franklin,56,0,12/18/20
Mohawk Valley,Fulton,17,0,12/18/20
Finger Lakes,Genesee,19,0,12/18/20
Capital Region,Greene,24,0,12/18/20
North Country,Hamilton,1,0,12/18/20
Mohawk Valley,Herkimer,40,0,12/18/20
North Country,Jefferson,17,0,12/18/20
New York City,Kings,2064,12,12/18/20
North Country,Lewis,3,0,12/18/20
Finger Lakes,Livingston,34,0,12/18/20
Central New York,Madison,43,0,12/18/20
Finger Lakes,Monroe,1111,2,12/18/20
Mohawk Valley,Montgomery,19,0,12/18/20
Long Island,Nassau,1683,2,12/18/20
New York City,New York,3434,10,12/18/20
Western New York,Niagara,138,0,12/18/20
Mohawk Valley,Oneida,265,0,12/18/20
Central New York,Onondaga,712,0,12/18/20
Finger Lakes,Ontario,60,0,12/18/20
Mid-Hudson,Orange,470,4,12/18/20
Finger Lakes,Orleans,12,0,12/18/20
Central New York,Oswego,32,0,12/18/20
Mohawk Valley,Otsego,5,0,12/18/20
Mid-Hudson,Putnam,76,2,12/18/20
New York City,Queens,1740,8,12/18/20
Capital Region,Rensselaer,186,1,12/18/20
New York City,Richmond,658,1,12/18/20
Mid-Hudson,Rockland,430,2,12/18/20
Capital Region,Saratoga,351,0,12/18/20
Capital Region,Schenectady,268,1,12/18/20
Mohawk Valley,Schoharie,9,0,12/18/20
Southern Tier,Schuyler,0,0,12/18/20
Finger Lakes,Seneca,3,0,12/18/20
North Country,St. Lawrence,415,0,12/18/20
Southern Tier,Steuben,7,0,12/18/20
Long Island,Suffolk,1306,7,12/18/20
Mid-Hudson,Sullivan,25,0,12/18/20
Southern Tier,Tioga,4,0,12/18/20
Southern Tier,Tompkins,7,0,12/18/20
Mid-Hudson,Ulster,152,1,12/18/20
Capital Region,Warren,77,0,12/18/20
Capital Region,Washington,28,0,12/18/20
Finger Lakes,Wayne,31,0,12/18/20
Mid-Hudson,Westchester,1442,6,12/18/20
Finger Lakes,Wyoming,15,0,12/18/20
Finger Lakes,Yates,4,0,12/18/20
Capital Region,Albany,448,1,12/17/20
Western New York,Allegany,20,0,12/17/20
New York City,Bronx,336,2,12/17/20
Southern Tier,Broome,5,0,12/17/20
Western New York,Cattaraugus,71,0,12/17/20
Central New York,Cayuga,17,0,12/17/20
Western New York,Chautauqua,100,0,12/17/20
Southern Tier,Chemung,3,0,12/17/20
Southern Tier,Chenango,0,0,12/17/20
North Country,Clinton,21,0,12/17/20
Capital Region,Columbia,24,0,12/17/20
Central New York,Cortland,2,0,12/17/20
Southern Tier,Delaware,2,0,12/17/20
Mid-Hudson,Dutchess,219,0,12/17/20
Western New York,Erie,720,1,12/17/20
North Country,Essex,9,0,12/17/20
North Country,Franklin,25,0,12/17/20
Mohawk Valley,Fulton,10,0,12/17/20
Finger Lakes,Genesee,7,0,12/17/20
Capital Region,Greene,15,0,12/17/20
North Country,Hamilton,0,0,12/17/20
Mohawk Valley,Herkimer,23,0,12/17/20
North Country,Jefferson,6,0,12/17/20
New York City,Kings,1114,6,12/17/20
North Country,Lewis,3,0,12/17/20
Finger Lakes,Livingston,21,0,12/17/20
Central New York,Madison,31,0,12/17/20
Finger Lakes,Monroe,590,2,12/17/20
Mohawk Valley,Montgomery,13,0,12/17/20
Long Island,Nassau,969,2,12/17/20
New York City,New York,2367,5,12/17/20
Western New York,Niagara,52,0,12/17/20
Mohawk Valley,Oneida,158,0,12/17/20
Central New York,Onondaga,434,0,12/17/20
Finger Lakes,Ontario,33,0,12/17/20
Mid-Hudson,Orange,214,2,12/17/20
Finger Lakes,Orleans,7,0,12/17/20
Central New York,Oswego,20,0,12/17/20
Mohawk Valley,Otsego,1,0,12/17/20
Mid-Hudson,Putnam,52,1,12/17/20
New York City,Queens,1081,5,12/17/20
Capital Region,Rensselaer,131,0,12/17/20
New York City,Richmond,401,1,12/17/20
Mid-Hudson,Rockland,263,2,12/17/20
Capital Region,Saratoga,201,0,12/17/20
Capital Region,Schenectady,212,1,12/17/20
Mohawk Valley,Schoharie,6,0,12/17/20
Southern Tier,Schuyler,0,0,12/17/20
Finger Lakes,Seneca,2,0,12/17/20
North Country,St. Lawrence,355,0,12/17/20
Southern Tier,Steuben,2,0,12/17/20
Long Island,Suffolk,691,4,12/17/20
Mid-Hudson,Sullivan,7,0,12/17/20
Southern Tier,Tioga,3,0,12/17/20
Southern Tier,Tompkins,6,0,12/17/20
Mid-Hudson,Ulster,81,0,12/17/20
Capital Region,Warren,40,0,12/17/20
Capital Region,Washington,13,0,12/17/20
Finger Lakes,Wayne,18,0,12/17/20
Mid-Hudson,Westchester,954,5,12/17/20
Finger Lakes,Wyoming,10,0,12/17/20
Finger Lakes,Yates,1,0,12/17/20
Capital Region,Albany,366,1,12/16/20
Western New York,Allegany,5,0,12/16/20
New York City,Bronx,188,2,12/16/20
Southern Tier,Broome,2,0,12/16/20
Western New York,Cattaraugus,22,0,12/16/20
Central New York,Cayuga,8,0,12/16/20
Western New York,Chautauqua,21,0,12/16/20
Southern Tier,Chemung,2,0,12/16/20
Southern Tier,Chenango,0,0,12/16/20
North Country,Clinton,10,0,12/16/20
Capital Region,Columbia,16,0,12/16/20
Central New York,Cortland,1,0,12/16/20
Southern Tier,Delaware,1,0,12/16/20
Mid-Hudson,Dutchess,170,0,12/16/20
Western New York,Erie,29,0,12/16/20
North Country,Essex,1,0,12/16/20
North Country,Franklin,7,0,12/16/20
Mohawk Valley,Fulton,7,0,12/16/20
Finger Lakes,Genesee,3,0,12/16/20
Capital Region,Greene,11,0,12/16/20
North Country,Hamilton,0,0,12/16/20
Mohawk Valley,Herkimer,4,0,12/16/20
North Country,Jefferson,2,0,12/16/20
New York City,Kings,562,1,12/16/20
North Country,Lewis,0,0,12/16/20
Finger Lakes,Livingston,15,0,12/16/20
Central New York,Madison,15,0,12/16/20
Finger Lakes,Monroe,397,2,12/16/20
Mohawk Valley,Montgomery,9,0,12/16/20
Long Island,Nassau,498,1,12/16/20
New York City,New York,1450,2,12/16/20
Western New York,Niagara,2,0,12/16/20
Mohawk Valley,Oneida,39,0,12/16/20
Central New York,Onondaga,211,0,12/16/20
